OriginalRow,OriginalText,CleanText,MatchedCategories,FinalCategory
738,I like to visit new places . I like to learn new things.,i like to visit new places   i like to learn new things,"Reading & Writing (learn), Design (new)","Design (new), Reading & Writing (learn)"
739,Music movies,music movies,"Music & Dance (music), Entertainment (movie)","Entertainment (movie), Music & Dance (music)"
740,Playing badminton ,playing badminton,Sports (badminton),Sports (badminton)
741,MusicDanceSleepTravel,musicdancesleeptravel,"Music & Dance (music), Travel & Adventure (travel), Mind & Wellness (sleep)","Mind & Wellness (sleep), Music & Dance (music), Travel & Adventure (travel)"
742,Trying new things ,trying new things,Design (new),Design (new)
743,Travel painting playing badminton photography ,travel painting playing badminton photography,"Sports (badminton), Arts & Crafts (painting), Travel & Adventure (travel), Design (photography)","Arts & Crafts (painting), Design (photography), Sports (badminton), Travel & Adventure (travel)"
744,Photography ,photography,Design (photography),Design (photography)
745,Reading ,reading,Reading & Writing (read),Reading & Writing (read)
746,Playing cricket ,playing cricket,Sports (cricket),Sports (cricket)
747,Sketching Dancing,sketching dancing,"Arts & Crafts (sketching), Music & Dance (dancing)","Arts & Crafts (sketching), Music & Dance (dancing)"
748,FootballAthletics and badminton and solving maths calculations,footballathletics and badminton and solving maths calculations,"Sports (football), Education & Study (math)","Education & Study (math), Sports (football)"
749,Reading ,reading,Reading & Writing (read),Reading & Writing (read)
750,Travelling,travelling,Travel & Adventure (travel),Travel & Adventure (travel)
751,Gameing  listening music watching movies  talking with friends ,gameing  listening music watching movies  talking with friends,"Music & Dance (music), Gaming (game), Entertainment (movie), Mind & Wellness (listening)","Entertainment (movie), Gaming (game), Mind & Wellness (listening), Music & Dance (music)"
752,playing badminton,playing badminton,Sports (badminton),Sports (badminton)
753,Reading  playing cricket coding ,reading  playing cricket coding,"Sports (cricket), Reading & Writing (read), Technology & Coding (coding)","Reading & Writing (read), Sports (cricket), Technology & Coding (coding)"
754,I like cooking and singing songs. I like coding and I am work passionate.,i like cooking and singing songs  i like coding and i am work passionate,"Music & Dance (singing), Cooking & Baking (cook), Technology & Coding (coding)","Cooking & Baking (cook), Music & Dance (singing), Technology & Coding (coding)"
755,CodingPlaying gamesreading,codingplaying gamesreading,"Reading & Writing (read), Technology & Coding (coding), Gaming (game)","Gaming (game), Reading & Writing (read), Technology & Coding (coding)"
756,Photography ,photography,Design (photography),Design (photography)
757,Singing ,singing,Music & Dance (singing),Music & Dance (singing)
758,Reading news and articles related to current affairs,reading news and articles related to current affairs,"Arts & Crafts (art), Reading & Writing (read), Design (new)","Arts & Crafts (art), Design (new), Reading & Writing (read)"
759,Singing songs campaign teamwork cooking ,singing songs campaign teamwork cooking,"Music & Dance (singing), Cooking & Baking (cook)","Cooking & Baking (cook), Music & Dance (singing)"
760,Reading books astronomy sports,reading books astronomy sports,"Sports (sport), Reading & Writing (read), Occult & Astrology (astronomy)","Occult & Astrology (astronomy), Reading & Writing (read), Sports (sport)"
761,Volleyball Reading Books,volleyball reading books,"Sports (volley), Reading & Writing (read)","Reading & Writing (read), Sports (volley)"
762,Listening to music  reading ,listening to music  reading,"Music & Dance (music), Reading & Writing (read), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music), Reading & Writing (read)"
763,motorcycle,motorcycle,Automotive & Racing (motorcycle),Automotive & Racing (motorcycle)
764,Playing football event management etc,playing football event management etc,"Sports (football), Social & Volunteering (event)","Social & Volunteering (event), Sports (football)"
765,Exercising ,exercising,Fitness & Gym (exercising),Fitness & Gym (exercising)
766,Drawing,drawing,Arts & Crafts (drawing),Arts & Crafts (drawing)
767,Trekking swimming football ,trekking swimming football,"Sports (football), Travel & Adventure (trek)","Sports (football), Travel & Adventure (trek)"
768,Swimming Travelling Art & Craft Farming ,swimming travelling art   craft farming,"Sports (swim), Arts & Crafts (craft), Travel & Adventure (travel)","Arts & Crafts (craft), Sports (swim), Travel & Adventure (travel)"
769,I have interest in learning new things ,i have interest in learning new things,"Reading & Writing (learn), Design (new), Education & Study (learning)","Design (new), Education & Study (learning), Reading & Writing (learn)"
770,playing games,playing games,Gaming (game),Gaming (game)
771,Cooking and reading,cooking and reading,"Reading & Writing (read), Cooking & Baking (cook)","Cooking & Baking (cook), Reading & Writing (read)"
772,Reading Writing poems listening songs,reading writing poems listening songs,"Music & Dance (song), Reading & Writing (read), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (song), Reading & Writing (read)"
773,Cricket swimming ,cricket swimming,Sports (cricket),Sports (cricket)
774,Archery,archery,Sports (archery),Sports (archery)
775,Drawing writing shayari,drawing writing shayari,"Arts & Crafts (drawing), Reading & Writing (writing)","Arts & Crafts (drawing), Reading & Writing (writing)"
776,Reading and watching webseries ,reading and watching webseries,"Reading & Writing (read), Entertainment (watching)","Entertainment (watching), Reading & Writing (read)"
777,Playing Kabbadi,playing kabbadi,Sports (kabbadi),Sports (kabbadi)
778,Nope ,nope,,None (no matches)
779,Music Sports Theatre,music sports theatre,"Sports (sport), Music & Dance (music)","Music & Dance (music), Sports (sport)"
780,Travelling ,travelling,Travel & Adventure (travel),Travel & Adventure (travel)
781,Capturing the picture of naturedrawing playing.,capturing the picture of naturedrawing playing,Arts & Crafts (drawing),Arts & Crafts (drawing)
782,Web development ,web development,Technology & Coding (web development),Technology & Coding (web development)
783,I m interested in occult sciences like palmistry astrology numerology.,i m interested in occult sciences like palmistry astrology numerology,Occult & Astrology (occult),Occult & Astrology (occult)
784,Workout cricket,workout cricket,"Sports (cricket), Fitness & Gym (workout)","Fitness & Gym (workout), Sports (cricket)"
785,Sketching reading ,sketching reading,"Arts & Crafts (sketching), Reading & Writing (read)","Arts & Crafts (sketching), Reading & Writing (read)"
786,Social service  Design  Event Mangement  Adventure activity ,social service  design  event mangement  adventure activity,"Travel & Adventure (adventure), Social & Volunteering (social), Design (design)","Design (design), Social & Volunteering (social), Travel & Adventure (adventure)"
787,Football,football,Sports (football),Sports (football)
788,Hobbies: reading yoga  interests: Badminton ,hobbies  reading yoga  interests  badminton,"Sports (badminton), Reading & Writing (read), Mind & Wellness (yoga)","Mind & Wellness (yoga), Reading & Writing (read), Sports (badminton)"
789,Making creativitywatching movie,making creativitywatching movie,"Arts & Crafts (creativity), Entertainment (movie)","Arts & Crafts (creativity), Entertainment (movie)"
790,Anime Cricket Defence ,anime cricket defence,Sports (cricket),Sports (cricket)
791,Reading books Playing badminton listening songs,reading books playing badminton listening songs,"Sports (badminton), Music & Dance (song), Reading & Writing (read), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (song), Reading & Writing (read), Sports (badminton)"
792,Dancing,dancing,Music & Dance (dancing),Music & Dance (dancing)
793,Chess cricket badminton,chess cricket badminton,Sports (chess),Sports (chess)
794,Reading and table tennis ,reading and table tennis,"Sports (tennis), Reading & Writing (read)","Reading & Writing (read), Sports (tennis)"
795,Dance,dance,Music & Dance (dance),Music & Dance (dance)
796,Playing cricket and other outdoor activities ,playing cricket and other outdoor activities,Sports (cricket),Sports (cricket)
797,Painting travelling ,painting travelling,"Arts & Crafts (painting), Travel & Adventure (travel)","Arts & Crafts (painting), Travel & Adventure (travel)"
798,Watching movies and painting ,watching movies and painting,"Arts & Crafts (painting), Entertainment (movie)","Arts & Crafts (painting), Entertainment (movie)"
799,Playing Cricket ,playing cricket,Sports (cricket),Sports (cricket)
800,I like to read novels,i like to read novels,Reading & Writing (read),Reading & Writing (read)
801,Basketball ,basketball,Sports (basketball),Sports (basketball)
802,Gaming,gaming,Gaming (gaming),Gaming (gaming)
803,Playing Football ,playing football,Sports (football),Sports (football)
804,Reading cooking sketching ,reading cooking sketching,"Arts & Crafts (sketching), Reading & Writing (read), Cooking & Baking (cook)","Arts & Crafts (sketching), Cooking & Baking (cook), Reading & Writing (read)"
805,Playing sports ,playing sports,Sports (sport),Sports (sport)
806,Cooking dancing reading ,cooking dancing reading,"Music & Dance (dancing), Reading & Writing (read), Cooking & Baking (cook)","Cooking & Baking (cook), Music & Dance (dancing), Reading & Writing (read)"
807,Dance ,dance,Music & Dance (dance),Music & Dance (dance)
808,Basketball ,basketball,Sports (basketball),Sports (basketball)
809,Dancing reading,dancing reading,"Music & Dance (dancing), Reading & Writing (read)","Music & Dance (dancing), Reading & Writing (read)"
810,Travelling and playing mobile games ,travelling and playing mobile games,"Travel & Adventure (travel), Gaming (game)","Gaming (game), Travel & Adventure (travel)"
811,.,,,None (explicit none match)
812,learning new skills playing sports(outdoor),learning new skills playing sports outdoor,"Sports (sport), Reading & Writing (learn), Design (new), Education & Study (learning)","Design (new), Education & Study (learning), Reading & Writing (learn), Sports (sport)"
813,Traveling,traveling,Travel & Adventure (travel),Travel & Adventure (travel)
814,Elocution ,elocution,Education & Study (elocution),Education & Study (elocution)
815,Guitar and Sketching,guitar and sketching,"Arts & Crafts (sketching), Music & Dance (guitar)","Arts & Crafts (sketching), Music & Dance (guitar)"
816,1)GYM 2)Cricket 3)Taking care of my appearance,1 gym 2 cricket 3 taking care of my appearance,"Sports (cricket), Fitness & Gym (gym), Automotive & Racing (car)","Automotive & Racing (car), Fitness & Gym (gym), Sports (cricket)"
817,Travelling watching TV and phone ,travelling watching tv and phone,"Travel & Adventure (travel), Entertainment (tv)","Entertainment (tv), Travel & Adventure (travel)"
818,Music,music,Music & Dance (music),Music & Dance (music)
819,Playing outdoor game's ,playing outdoor game s,Gaming (game),Gaming (game)
820,Dance travel reading listening music,dance travel reading listening music,"Music & Dance (music), Reading & Writing (read), Travel & Adventure (travel), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music), Reading & Writing (read), Travel & Adventure (travel)"
821,Trading and weight training ,trading and weight training,"Fitness & Gym (weight training), Business & Finance (trading)","Business & Finance (trading), Fitness & Gym (weight training)"
822,Reading books ,reading books,Reading & Writing (read),Reading & Writing (read)
823,Listening music ,listening music,"Music & Dance (music), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music)"
824,Watch sports tinkering,watch sports tinkering,"Sports (sport), Entertainment (watch)","Entertainment (watch), Sports (sport)"
825,Playing cricket and badminton ,playing cricket and badminton,Sports (cricket),Sports (cricket)
826,Sports and entrepreneurship ,sports and entrepreneurship,"Sports (sport), Business & Finance (entrepreneurship)","Business & Finance (entrepreneurship), Sports (sport)"
827,Playing Treaking,playing treaking,Travel & Adventure (treaking),Travel & Adventure (treaking)
